word,count,independent,bind,len,compound_entropy,spe,rsr
武圣,19,10,0.3333,2,2.5,0.7642,42.5556
没想,19,1,0.7895,2,0.9133,1.4839,47.9143
猎人,19,13,0.25,2,1.88,0.0,3.6667
电影,19,8,0.2941,2,2.585,0.0,63.2308
界开,19,1,0.7368,2,1.1923,1.5644,19.3043
的日子,19,17,0.1053,3,4.1427,0.0,1.0
逆袭,19,8,0.3333,2,3.1494,0.9544,35.9375
长生从,19,17,1.0,3,4.2219,0.0,2.0
之上,18,14,0.5,2,1.371,0.0,11.5
亮剑,18,10,0.4286,2,1.8424,1.5613,104.5
