word,count,independent,bind,len,compound_entropy
纵横诸天,4,1,1.0,4,0.0
绑定,4,4,0.5,2,1.0
绝不,4,2,0.6667,2,1.5
绝世唐门,4,2,1.0,4,0.9183
综世界,4,1,0.75,3,0.8113
综漫,4,4,1.0,2,0.0
综网,4,4,0.5,2,1.5
缔造者,4,4,0.25,3,2.0
网球,4,2,0.6667,2,0.9183
罗斯,4,1,0.75,2,0.8113
罗马,4,4,0.3333,2,1.585
美好,4,4,0.3333,2,1.585
美少,4,1,0.75,2,0.8113
翻身,4,4,0.5,2,1.0
老板,4,4,0.25,2,2.0
者的,4,4,0.25,2,2.0
职业选手,4,2,0.5,4,1.5
能开,4,1,0.75,2,0.8113
能提取,4,1,0.75,3,0.8113
能无限,4,2,0.5,3,1.5
能穿,4,2,0.5,2,1.5
能进,4,1,0.75,2,0.8113
自律,4,4,0.3333,2,1.585
航海,4,1,1.0,2,0.0
舰队,4,4,1.0,2,1.0
花都,4,4,1.0,2,0.0
芳华,4,4,0.25,2,2.0
英雄无敌之,4,4,0.25,5,2.0
莽夫,4,4,1.0,2,1.0
萧炎,4,2,0.6667,2,0.9183
蓝银,4,1,0.75,2,0.8113
虚拟,4,4,1.0,2,0.0
血脉,4,4,0.5,2,1.0
行天,4,1,1.0,2,0.0
行走,4,2,1.0,2,0.0
表白,4,4,0.5,2,1.0
被动技,4,4,0.5,3,1.0
要当,4,1,0.75,2,0.8113
视频,4,2,0.5,2,1.5
解析,4,4,0.3333,2,2.0
警探,4,4,1.0,2,1.0
诸天大,4,1,0.75,3,0.8113
诸天的,4,2,0.5,3,1.5
诸界,4,4,0.25,2,2.0
谁都,4,4,0.5,2,1.585
败家子,4,4,0.3333,3,1.585
贴身,4,1,1.0,2,0.0
贵族,4,4,1.0,2,0.0
起来,4,4,0.3333,2,2.0
超强,4,1,0.75,2,0.8113
超神之,4,2,0.5,3,1.5
超级电,4,4,0.25,3,2.0
超级英雄,4,2,0.6667,4,0.9183
超脱,4,4,0.5,2,1.0
越之,4,1,0.75,2,0.8113
路人,4,4,0.3333,2,1.585
踢球,4,4,0.5,2,1.585
躺平,4,2,0.6667,2,1.5
辅助,4,4,0.3333,2,1.585
还不,4,2,0.5,2,1.5
这一,4,2,0.5,2,1.0
这个武,4,1,0.75,3,0.8113
这个男人,4,1,0.75,4,0.8113
这样子,4,1,0.75,3,0.8113
进步,4,1,1.0,2,0.0
逃亡,4,4,1.0,2,0.0
逆转,4,4,0.5,2,1.0
选项,4,4,0.3333,2,1.585
造反,4,4,0.5,2,1.585
逼我做,4,4,0.25,3,2.0
道世界,4,1,0.75,3,0.8113
道人,4,2,0.6667,2,0.9183
道天,4,2,0.5,2,1.5
道成,4,2,0.5,2,1.5
道祖,4,4,0.5,2,1.585
道观,4,4,1.0,2,1.0
避难所,4,4,0.5,3,1.0
那座,4,2,0.5,2,1.5
邻居,4,2,0.5,2,1.5
都市之,4,4,1.0,3,0.0
重工,4,4,0.25,2,2.0
重开,4,4,0.3333,2,1.585
重活,4,4,0.3333,2,1.585
重生之大,4,4,0.25,4,2.0
重生之最,4,1,0.75,4,0.8113
重生九,4,2,0.5,3,1.5
重生八,4,4,0.25,3,2.0
重生成,4,4,1.0,3,0.0
野心,4,2,0.5,2,1.5
金时代,4,1,0.75,3,0.8113
金融,4,2,0.5,2,1.5
钓鱼,4,2,0.6667,2,1.5
长别,4,1,0.75,2,0.8113
长津湖,4,2,0.6667,3,0.9183
长生修仙,4,4,0.0,4,-1.0
长青,4,2,1.0,2,0.0
门派,4,4,0.3333,2,1.585
降魔,4,2,0.5,2,1.5
隐藏,4,4,0.25,2,2.0
雄霸,4,2,0.5,2,1.0
雷法,4,4,1.0,2,0.0
雷神,4,4,1.0,2,0.0
震惊,4,2,1.0,2,1.0
霍格沃兹,4,2,0.6667,4,1.0
霸天,4,1,0.75,2,0.8113
青春,4,4,1.0,2,0.0
非正常,4,4,0.25,3,2.0
面之,4,2,0.5,2,1.5
革命,4,4,0.25,2,2.0
风起,4,4,1.0,2,0.0
飞刀,4,2,0.6667,2,1.5
飞扬年代,4,2,0.6667,4,0.9183
饲养,4,2,0.6667,2,0.9183
马甲,4,2,0.5,2,1.5
驾到,4,4,0.25,2,2.0
高冷,4,2,0.5,2,1.5
高手在,4,2,0.5,3,1.5
高校,4,4,0.3333,2,1.585
鬼灭,4,4,1.0,2,0.8113
魂环,4,2,1.0,2,0.0
魔世界,4,1,0.75,3,0.8113
魔修,4,4,0.5,2,1.0
魔教,4,1,0.75,2,0.8113
魔法少女,4,4,0.5,4,1.0
黄泉,4,2,1.0,2,0.0
一个人,3,1,1.0,3,0.0
一个修,3,1,0.6667,3,0.9183
一亿,3,3,0.5,2,1.0
一刀,3,3,0.5,2,1.0
一口,3,3,0.5,2,1.0
一块,3,3,0.5,2,1.585
一大,3,3,0.3333,2,1.585
一天,3,3,0.5,2,1.585
一开始,3,3,1.0,3,-1.0
一张,3,1,0.6667,2,0.9183
一扇,3,1,0.6667,2,0.9183
一把,3,3,0.5,2,1.585
一方,3,3,0.5,2,1.0
一枪,3,1,1.0,2,0.0
一次,3,1,0.6667,2,0.9183
一气,3,3,0.5,2,1.0
一百万,3,3,1.0,3,1.0
万世,3,3,0.5,2,1.0
万事,3,3,0.5,2,1.0
万亿,3,3,0.5,2,1.0
万妖,3,1,0.6667,2,0.9183
万界之,3,3,1.0,3,0.0
万象,3,3,0.5,2,1.0
万里,3,3,1.0,2,0.0
三代,3,1,0.6667,2,0.9183
三十岁,3,3,1.0,3,1.0
三千年,3,3,1.0,3,0.0
三国开始,3,1,1.0,4,0.0
三百年,3,3,1.0,3,0.0
上仙,3,1,0.6667,2,0.9183
上古,3,3,0.5,2,1.585
上天,3,1,0.6667,2,0.9183
上将军,3,3,0.3333,3,1.585
上恋综,3,3,0.5,3,1.0
上门,3,3,0.3333,2,1.585
下一,3,1,0.6667,2,0.9183
下乡,3,1,0.6667,2,0.9183
下围棋,3,1,0.6667,3,0.9183
下开始,3,1,0.6667,3,0.9183
下班,3,3,1.0,2,0.0
不会真有人,3,1,0.6667,5,0.9183
不住,3,1,0.6667,2,0.9183
不做,3,3,0.3333,2,1.585
不在,3,3,0.3333,2,1.585
不太对劲,3,3,0.5,4,1.585
不当人,3,3,1.0,3,0.0
不按套路,3,1,0.6667,4,0.9183
不是大,3,1,0.6667,3,0.9183
不是妖,3,3,0.5,3,1.0
不是魔,3,3,0.3333,3,1.585
不死于,3,3,0.3333,3,1.585
不知,3,1,0.6667,2,0.9183
不起,3,3,0.5,2,1.0
与天,3,3,0.3333,2,1.585
与魔,3,1,0.6667,2,0.9183
世修仙,3,1,0.6667,3,0.9183
世大,3,1,0.6667,2,0.9183
世天,3,1,0.6667,2,0.9183
世子,3,3,0.3333,2,1.585
世成,3,1,0.6667,2,0.9183
世界第一,3,3,1.0,4,0.0
世重,3,1,0.6667,2,0.9183
业啊,3,1,0.6667,2,0.9183
业巨擘,3,1,0.6667,3,0.9183
业时代,3,1,0.6667,3,0.9183
东京生活,3,1,0.6667,4,0.9183
个位面,3,1,0.6667,3,0.9183
个修仙,3,1,0.6667,3,0.9183
个大佬,3,3,1.0,3,0.0
个天,3,1,0.6667,2,0.9183
个星,3,1,0.6667,2,0.9183
个系统,3,3,0.3333,3,1.585
个综,3,1,0.6667,2,0.9183
个顶流,3,1,0.6667,3,0.9183
临异,3,1,0.6667,2,0.9183
为大,3,1,0.6667,2,0.9183
为我,3,3,0.3333,2,1.585
为所欲为,3,3,1.0,4,0.0
主从,3,1,0.6667,2,0.9183
主到,3,3,0.3333,2,1.585
主啊,3,1,0.6667,2,0.9183
主大人,3,1,0.6667,3,0.9183
主开始,3,1,1.0,3,0.0
主播开始,3,3,0.3333,4,1.585
主神格,3,3,1.0,3,0.0
之世,3,3,1.0,2,0.0
之中,3,3,0.5,2,1.0
之人,3,1,0.6667,2,0.9183
之全球,3,3,0.3333,3,1.585
之冠,3,1,1.0,2,0.0
之君,3,3,1.0,2,0.0
之夜,3,3,1.0,2,1.0
之天王,3,1,0.6667,3,0.9183
之太,3,1,0.6667,2,0.9183
之女,3,3,0.5,2,1.0
之妖,3,1,0.6667,2,0.9183
之我真,3,1,0.6667,3,0.9183
之文,3,1,0.6667,2,0.9183
之武,3,1,0.6667,2,0.9183
之死,3,1,0.6667,2,0.9183
之活,3,3,0.3333,2,1.585
之火,3,3,0.3333,2,1.585
之父,3,3,0.3333,2,1.585
之眼,3,3,1.0,2,0.0
之胜,3,1,0.6667,2,0.9183
之荒野,3,1,0.6667,3,0.9183
之虫,3,3,0.3333,2,1.585
之血,3,3,0.3333,2,1.585
之铁,3,1,0.6667,2,0.9183
之雷,3,3,0.5,2,1.0
之魂,3,3,1.0,2,0.0
乐子人,3,3,1.0,3,0.0
九八,3,1,0.6667,2,0.9183
九叔世界,3,1,0.6667,4,0.9183
九州,3,3,1.0,2,0.0
九重,3,1,0.6667,2,0.9183
也不想,3,1,0.6667,3,0.9183
也是,3,3,1.0,2,1.0
乡人,3,3,0.5,2,1.0
乡村,3,3,0.5,2,1.0
书人,3,1,0.6667,2,0.9183
书开始,3,3,1.0,3,0.0
书成圣,3,1,1.0,3,0.9183
书香,3,3,0.5,2,1.0
了个,3,3,0.5,2,1.585
了大,3,1,0.6667,2,0.9183
了天,3,1,0.6667,2,0.9183
了游戏里的,3,1,0.6667,5,0.9183
了科,3,1,0.6667,2,0.9183
了超,3,3,0.3333,2,1.585
了还,3,3,0.3333,2,1.585
争之,3,1,0.6667,2,0.9183
于人,3,1,1.0,2,0.9183
亏成,3,3,0.5,2,1.0
互联网,3,3,0.5,3,1.0
五千年,3,3,0.3333,3,1.585
五年,3,1,0.6667,2,0.9183
五雷,3,3,0.3333,2,1.585
亮剑之,3,3,0.3333,3,1.585
人修,3,1,0.6667,2,0.9183
人只想,3,1,0.6667,3,0.9183
人在漫威,3,3,0.5,4,1.585
人在遮天,3,3,0.0,4,-1.0
人在高武,3,3,0.0,4,-1.0
人家,3,3,0.3333,2,1.585
人格,3,3,1.0,2,0.0
人物,3,3,1.0,2,0.0
人竟,3,1,0.6667,2,0.9183
人经,3,3,1.0,2,0.0
今天不,3,1,0.6667,3,0.9183
今天也,3,3,1.0,3,0.0
从上,3,3,0.3333,2,1.585
从九龙,3,1,1.0,3,0.9183
从五,3,3,0.5,2,1.585
从亮剑开始,3,3,0.3333,5,1.585
从今天开始,3,3,0.3333,5,1.585
从入,3,3,1.0,2,0.0
从分,3,1,1.0,2,0.9183
从升,3,1,1.0,2,0.9183
从只狼,3,1,0.6667,3,0.9183
从召唤,3,3,1.0,3,0.0
从四,3,3,0.3333,2,1.585
从基础,3,3,1.0,3,1.0
从士兵突击开始的,3,3,0.3333,8,1.585
从娶妻开始,3,3,1.0,5,0.0
从家族,3,3,0.3333,3,1.585
从巨,3,3,0.5,2,1.0
从平,3,3,1.0,2,1.0
从庆余年开始,3,3,1.0,6,0.0
从当,3,1,0.6667,2,0.9183
从忍,3,1,0.6667,2,0.9183
从手搓,3,3,1.0,3,1.0
从摸,3,1,0.6667,2,0.9183
从新,3,3,0.5,2,1.585
从晋,3,1,0.6667,2,0.9183
从木叶开始,3,3,0.3333,5,1.585
从武当开始,3,3,1.0,5,0.0
从武道,3,3,0.3333,3,1.585
从武魂,3,3,0.3333,3,1.585
从死,3,1,0.6667,2,0.9183
从每日情报开始,3,3,0.0,7,-1.0
从民,3,3,0.3333,2,1.585
从水,3,3,0.3333,2,1.585
从流,3,3,0.3333,2,1.585
从海贼开始,3,3,1.0,5,0.0
从火影开始的,3,3,0.3333,6,1.585
从照顾,3,3,1.0,3,0.9183
从破,3,3,1.0,2,1.0
从笑,3,1,0.6667,2,0.9183
从签到开始,3,3,1.0,5,0.0
从综艺,3,1,0.6667,3,0.9183
从美,3,3,1.0,2,1.0
从药,3,1,1.0,2,0.9183
从行,3,1,0.6667,2,0.9183
从西游,3,1,0.6667,3,0.9183
从观,3,1,1.0,2,0.0
从超,3,3,1.0,2,0.0
从选,3,1,0.6667,2,0.9183
从铁,3,3,1.0,2,0.9183
从长生,3,1,0.6667,3,0.9183
从阿,3,1,0.6667,2,0.9183
从零开始的,3,3,0.3333,5,1.585
从霍格沃茨,3,1,0.6667,5,0.9183
仓库,3,3,1.0,2,0.0
他们,3,3,1.0,2,1.0
他做,3,1,0.6667,2,0.9183
仗剑,3,3,0.5,2,1.0
仙不是,3,3,0.5,3,1.0
仙古,3,3,0.5,2,1.0
仙子的,3,1,0.6667,3,0.9183
仙帝,3,3,0.5,2,1.0
仙武大,3,3,0.5,3,1.585
代之,3,1,1.0,2,0.9183
代从,3,1,1.0,2,0.9183
代当,3,1,0.6667,2,0.9183
代生活,3,1,1.0,3,0.0
以为,3,1,0.6667,2,0.9183
以剑,3,1,0.6667,2,0.9183
们都是,3,1,0.6667,3,0.9183
伙伴,3,3,0.5,2,1.0
会开,3,1,0.6667,2,0.9183
传统,3,3,0.3333,2,1.585
传道,3,3,1.0,2,0.0
但不,3,3,1.0,2,0.9183
体坛,3,1,0.6667,2,0.9183
余烬,3,3,1.0,2,0.0
你一,3,3,0.3333,2,1.585
你们的,3,3,0.5,3,1.0
你修,3,1,1.0,2,0.9183
你别,3,1,0.6667,2,0.9183
你却,3,3,0.3333,2,1.585
你去,3,3,0.3333,2,1.585
你哭什么,3,3,0.3333,4,1.585
你好,3,3,1.0,2,0.9183
你拍,3,1,1.0,2,0.9183
你有,3,3,1.0,2,1.0
你真,3,1,1.0,2,0.9183
你给,3,3,0.3333,2,1.585
你说我,3,3,0.3333,3,1.585
侠客,3,3,0.5,2,1.0
俗世,3,3,0.5,2,1.0
保卫,3,3,1.0,2,0.0
保护,3,3,0.5,2,1.0
修仙游戏,3,1,0.6667,4,0.9183
修真界,3,3,1.0,3,0.0
俺寻思,3,1,0.6667,3,0.9183
倍返,3,1,0.6667,2,0.9183
倒追,3,3,0.5,2,1.0
倾天,3,1,1.0,2,0.0
假装,3,3,1.0,2,0.0
做个好人,3,1,0.6667,4,0.9183
做大佬,3,3,1.0,3,0.0
做幕后黑手,3,3,1.0,5,0.9183
做演员,3,1,1.0,3,0.0
做神,3,1,0.6667,2,0.9183
偷听,3,1,0.6667,2,0.9183
偷看我,3,1,1.0,3,0.9183
傀儡,3,1,0.6667,2,0.9183
傻柱,3,1,1.0,2,0.9183
元开始,3,1,0.6667,3,0.9183
先知,3,3,0.3333,2,1.585
先锋,3,3,0.5,2,1.0
光影,3,3,0.5,2,1.585
克斯,3,1,0.6667,2,0.9183
全世界都,3,3,0.3333,4,1.585
全是大,3,1,0.6667,3,0.9183
全民领主,3,3,1.0,4,-1.0
全球进,3,1,0.6667,3,0.9183
全球降临,3,3,1.0,4,0.0
全知全能,3,3,0.5,4,1.0
全职法师,3,3,0.0,4,-1.0
全职高手,3,1,1.0,4,-1.0
八十年代,3,3,0.5,4,1.0
公寓,3,3,1.0,2,0.0
六年,3,3,0.3333,2,1.585
关于我,3,3,0.3333,3,1.585
关系,3,3,0.5,2,1.585
兵传,3,1,0.6667,2,0.9183
兵到,3,3,0.3333,2,1.585
兵开始,3,3,0.5,3,1.0
兵的,3,3,1.0,2,0.9183
养成系统,3,3,1.0,4,0.0
养猫,3,3,0.3333,2,1.585
再次,3,1,0.6667,2,0.9183
军师,3,3,0.5,2,1.0
农女,3,1,1.0,2,0.0
冠军之,3,3,0.3333,3,1.585
决斗,3,1,0.6667,2,0.9183
凤凰,3,3,0.5,2,1.0
凭什么,3,3,1.0,3,0.9183
出名,3,3,0.5,2,1.0
击之,3,1,0.6667,2,0.9183
分手,3,1,1.0,2,0.0
分解,3,1,0.6667,2,0.9183
到一个,3,1,0.6667,3,0.9183
到三,3,1,0.6667,2,0.9183
到了,3,3,0.3333,2,1.585
到十,3,1,0.6667,2,0.9183
到巨星,3,3,0.3333,3,1.585
到战,3,1,0.6667,2,0.9183
到武,3,1,0.6667,2,0.9183
到超,3,1,0.6667,2,0.9183
到首席,3,1,0.6667,3,0.9183
剑道独,3,1,0.6667,3,0.9183
力了,3,1,0.6667,2,0.9183
力的我,3,3,0.3333,3,1.585
功德,3,3,0.5,2,1.585
加点升级,3,3,0.3333,4,1.585
加点开始,3,1,0.6667,4,0.9183
勇者,3,3,0.5,2,1.0
化开始,3,3,0.3333,3,1.585
医学,3,3,1.0,2,0.0
十亿,3,3,0.5,2,1.0
十倍,3,3,0.5,2,1.585
十八年,3,3,1.0,3,1.0
华夏,3,3,0.5,2,1.0
协会,3,3,0.3333,2,1.585
协议,3,3,1.0,2,0.0
卡牌系统,3,3,0.3333,4,1.585
原著,3,3,1.0,2,0.9183
去的,3,3,1.0,2,0.9183
县城,3,3,0.5,2,1.585
又不,3,1,0.6667,2,0.9183
友们,3,1,0.6667,2,0.9183
双城,3,3,1.0,2,0.0
反套路,3,3,1.0,3,0.0
反派女,3,3,0.5,3,1.0
反派的,3,3,0.3333,3,1.585
发明家,3,3,0.3333,3,1.585
发现我,3,1,1.0,3,0.9183
变异,3,1,0.6667,2,0.9183
变时,3,1,0.6667,2,0.9183
古董,3,1,0.6667,2,0.9183
只想修仙,3,3,0.5,4,1.585
只是个,3,1,0.6667,3,0.9183
只是想,3,1,0.6667,3,0.9183
同学,3,3,0.5,2,1.0
名侦探,3,3,1.0,3,0.0
名师,3,3,0.5,2,1.0
后开始,3,3,0.5,3,1.0
吟游诗人,3,3,1.0,4,0.0
听心声,3,1,0.6667,3,0.9183
听说我,3,1,0.6667,3,0.9183
启明,3,3,1.0,2,-1.0
告诉我,3,1,0.6667,3,0.9183
呼吸法开始,3,3,0.5,5,1.0
和尚,3,3,0.5,2,1.0
品修,3,1,0.6667,2,0.9183
哥哥,3,3,1.0,2,1.0
哥布林,3,3,0.5,3,1.0
哥斯拉,3,3,0.5,3,1.585
哪里,3,3,0.5,2,1.0
哭了,3,3,0.3333,2,1.585
唐人,3,1,0.6667,2,0.9183
喜剧,3,3,0.3333,2,1.585
四合院开,3,1,0.6667,4,0.9183
回到明朝当,3,3,0.3333,5,1.585
回大,3,1,0.6667,2,0.9183
回家,3,3,1.0,2,0.0
回档,3,3,0.5,2,1.0
团宠,3,3,0.5,2,1.0
国产,3,3,0.5,2,1.0
国士,3,1,0.6667,2,0.9183
国崛起,3,3,0.3333,3,1.585
国当,3,3,0.3333,2,1.585
国策,3,3,1.0,2,0.0
国舅,3,3,0.3333,2,1.585
国重,3,1,0.6667,2,0.9183
国风,3,1,0.6667,2,0.9183
图谱,3,3,0.3333,2,1.585
圆梦,3,1,0.6667,2,0.9183
圣从,3,1,0.6667,2,0.9183
在一,3,1,0.6667,2,0.9183
在万,3,3,0.3333,2,1.585
在仙武,3,3,0.5,3,1.585
在修仙世界,3,3,0.5,5,1.0
在大唐,3,1,0.6667,3,0.9183
在异世,3,3,0.5,3,1.0
在我,3,1,0.6667,2,0.9183
在战锤,3,1,0.6667,3,0.9183
在星,3,1,0.6667,2,0.9183
在晚,3,3,0.3333,2,1.585
在柯学世界,3,3,0.3333,5,1.585
在洪武,3,3,0.5,3,1.585
在洪荒,3,3,1.0,3,1.0
在港综,3,3,0.5,3,1.0
在游戏王,3,1,1.0,4,0.9183
在综武,3,1,0.6667,3,0.9183
在美利坚,3,1,0.6667,4,0.9183
在阳,3,1,0.6667,2,0.9183
在霍格沃茨,3,3,0.3333,5,1.585
在魔,3,1,0.6667,2,0.9183
地仙,3,3,1.0,2,0.0
地成,3,1,0.6667,2,0.9183
地球上,3,1,0.6667,3,0.9183
地球第一,3,3,0.3333,4,1.585
场捡属性,3,1,1.0,4,0.0
垂钓,3,3,1.0,2,0.0
型上单啊,3,3,0.5,4,1.585
型中,3,1,0.6667,2,0.9183
城市,3,3,0.5,2,1.0
城开始,3,3,1.0,3,0.0
培育,3,1,0.6667,2,0.9183
基地车,3,3,0.3333,3,1.585
多元宇宙,3,3,1.0,4,0.0
大世界,3,3,1.0,3,0.0
大主,3,1,0.6667,2,0.9183
大乘,3,1,0.6667,2,0.9183
大医,3,3,1.0,2,0.0
大器晚成,3,3,0.5,4,1.585
大国工,3,3,1.0,3,0.0
大圆满,3,3,1.0,3,1.0
大夏,3,3,1.0,2,0.0
大娱乐家,3,1,1.0,4,0.0
大宗师,3,3,0.5,3,1.585
大小姐,3,3,1.0,3,0.0
大文豪,3,3,0.5,3,-1.0
大明从,3,3,1.0,3,0.0
大明当,3,1,0.6667,3,0.9183
大明朝,3,3,1.0,3,0.0
大明王,3,1,0.6667,3,0.9183
大海,3,1,1.0,2,0.0
大筒木,3,1,0.6667,3,0.9183
大航海,3,3,1.0,3,0.0
大闹,3,1,0.6667,2,0.9183
大限,3,1,0.6667,2,0.9183
大隋,3,3,1.0,2,0.0
大鳄,3,3,0.3333,2,1.585
天下第一,3,3,1.0,4,0.0
天劫,3,3,1.0,2,0.0
天启,3,1,0.6667,2,0.9183
天命之,3,1,0.6667,3,0.9183
天宫,3,1,0.6667,2,0.9183
天机,3,3,0.5,2,1.0
天罡地煞,3,3,1.0,4,-1.0
天行,3,3,0.5,2,1.0
太宗,3,3,0.5,2,1.0
太快,3,1,0.6667,2,0.9183
太想,3,1,0.6667,2,0.9183
太正,3,3,0.3333,2,1.585
太稳健了,3,3,0.5,4,1.585
太过,3,1,0.6667,2,0.9183
夫妻,3,3,1.0,2,0.0
失联,3,1,0.6667,2,0.9183
头号黑粉,3,1,0.6667,4,0.9183
夺舍了,3,1,0.6667,3,0.9183
女人,3,3,0.5,2,1.0
女们,3,1,0.6667,2,0.9183
女友是大,3,1,0.6667,4,0.9183
女学霸,3,3,1.0,3,0.0
女帝的,3,3,1.0,3,0.0
奶爸的,3,3,0.3333,3,1.585
好圣孙,3,3,0.3333,3,1.585
好好,3,3,0.5,2,1.0
好当,3,3,0.5,2,1.0
如何,3,3,0.3333,2,1.585
妖孽人生,3,3,0.3333,4,1.585
妖师,3,3,0.3333,2,1.585
妖魔世界,3,1,0.6667,4,0.9183
妻是,3,1,0.6667,2,0.9183
娱乐大,3,1,1.0,3,0.0
娱的,3,3,0.3333,2,1.585
婆的,3,1,0.6667,2,0.9183
婚开始,3,1,1.0,3,0.0
婴儿开,3,1,1.0,3,0.9183
媳妇,3,3,1.0,2,0.0
子修,3,1,0.6667,2,0.9183
子别,3,1,0.6667,2,0.9183
子到,3,3,0.3333,2,1.585
子啊,3,3,0.3333,2,1.585
学徒到,3,3,0.3333,3,1.585
学霸到,3,1,0.6667,3,0.9183
守望,3,3,1.0,2,0.0
安静的,3,1,0.6667,3,0.9183
宋时,3,3,0.3333,2,1.585
完蛋,3,3,0.0,2,-1.0
宗的,3,3,0.5,2,1.585
官开始,3,3,0.3333,3,1.585
官道,3,3,1.0,2,0.0
宙斯,3,3,0.5,2,1.585
宝藏女孩,3,3,0.5,4,1.0
实力,3,3,0.5,2,1.0
害了,3,1,0.6667,2,0.9183
家后,3,1,0.6667,2,0.9183
家小,3,3,0.3333,2,1.585
家开,3,1,0.6667,2,0.9183
家有,3,1,0.6667,2,0.9183
宿主,3,3,0.5,2,-1.0
寂寞,3,1,0.6667,2,0.9183
富婆,3,3,1.0,2,0.0
对我,3,1,0.6667,2,0.9183
寻找,3,3,1.0,2,0.0
小心,3,1,0.6667,2,0.9183
小时,3,3,0.5,2,1.0
小镇,3,3,0.3333,2,1.585
小鲜肉,3,3,1.0,3,0.9183
少女开始,3,3,1.0,4,0.0
少女的,3,3,0.3333,3,1.585
少林,3,3,0.5,2,1.0
就无敌,3,3,0.5,3,1.0
就有,3,1,0.6667,2,0.9183
就职,3,1,1.0,2,0.0
山中,3,3,0.5,2,1.585
山开始,3,3,1.0,3,0.0
岛开始,3,1,1.0,3,0.0
崩坏,3,3,1.0,2,1.0
崩溃,3,1,1.0,2,0.0
巡天,3,3,1.0,2,0.0
工匠,3,1,1.0,2,0.0
工大,3,3,0.5,2,1.0
工开始,3,3,1.0,3,0.0
巨兽,3,1,1.0,2,0.0
巨龙,3,3,0.3333,2,1.585
巫师不,3,3,0.5,3,1.0
布局,3,3,0.5,2,1.0
师到,3,3,0.3333,2,1.585
师叔,3,3,0.5,2,1.0
师尊,3,3,0.5,2,1.0
帝尊,3,3,1.0,2,0.0
带刀,3,3,0.3333,2,1.585
带娃,3,1,0.6667,2,0.9183
幕后大佬,3,1,0.6667,4,0.9183
平凡的,3,3,1.0,3,0.0
平平,3,1,1.0,2,0.0
年世家,3,1,0.6667,3,0.9183
年代了,3,1,0.6667,3,0.9183
年后,3,3,1.0,2,0.0
年才,3,3,0.3333,2,1.585
幸福生活,3,1,0.6667,4,0.9183
庄园,3,3,1.0,2,0.0
建了,3,1,0.6667,2,0.9183
建筑,3,3,0.5,2,1.0
开了外挂,3,3,0.3333,4,1.585
开创,3,3,0.3333,2,1.585
开始变强,3,3,1.0,4,0.0
开始建立,3,3,0.3333,4,1.585
开始打卡,3,3,0.3333,4,1.585
开始横,3,3,0.5,3,1.585
开始爆,3,3,0.3333,3,1.585
开始纵横诸天,3,3,0.3333,6,1.585
开始肉身成圣,3,3,0.3333,6,1.585
开始肝经验,3,3,0.3333,5,1.585
开始进,3,1,0.6667,3,0.9183
开始重新做人,3,3,0.3333,6,1.585
开宝箱,3,3,0.3333,3,1.585
开局拜师,3,3,0.3333,4,1.585
开局收,3,3,1.0,3,0.9183
开局满级,3,3,0.3333,4,1.585
开局相亲女,3,3,0.3333,5,1.585
异了,3,1,0.6667,2,0.9183
异仙,3,3,1.0,2,0.0
异域,3,3,1.0,2,0.0
异游戏,3,1,0.6667,3,0.9183
异能,3,3,0.3333,2,1.585
异闻,3,1,1.0,2,0.0
弃妇,3,1,0.6667,2,0.9183
弑神,3,3,0.3333,2,1.585
弟子全是,3,1,0.6667,4,0.9183
弟弟,3,1,1.0,2,0.0
强了,3,1,0.6667,2,0.9183
强却过分,3,1,0.6667,4,0.9183
归来的哈利,3,3,0.3333,5,1.585
当个,3,3,0.5,2,1.0
当主,3,3,0.3333,2,1.585
当传,3,3,0.3333,2,1.585
当剑,3,1,0.6667,2,0.9183
当大佬,3,1,0.6667,3,0.9183
当太,3,1,0.6667,2,0.9183
当女,3,3,0.3333,2,1.585
当妖,3,3,0.3333,2,1.585
当导演,3,3,0.3333,3,1.585
当教,3,1,0.6667,2,0.9183
当海,3,1,0.6667,2,0.9183
当舔狗,3,3,0.5,3,1.0
当警察,3,3,0.3333,3,1.585
当训练家,3,3,0.5,4,1.0
形态,3,3,1.0,2,1.0
很正常吧,3,3,0.3333,4,1.585
得加钱,3,3,1.0,3,0.9183
御医,3,3,0.5,2,-1.0
心修仙,3,1,0.6667,3,0.9183
忍术,3,1,0.6667,2,0.9183
忍界开,3,1,0.6667,3,0.9183
志异,3,3,0.3333,2,1.585
志怪,3,1,1.0,2,0.0
忠诚,3,3,0.5,2,1.0
快递,3,3,1.0,2,1.0
怎么全,3,3,1.0,3,0.9183
怎么都,3,3,1.0,3,0.9183
怒火,3,3,0.5,2,1.585
怪盗,3,3,1.0,2,1.0
怪谈游戏,3,3,1.0,4,0.0
总督,3,1,1.0,2,0.0
恋爱日常,3,3,0.3333,4,1.585
恋爱游戏,3,3,0.3333,4,1.585
恋爱脑,3,3,1.0,3,1.0
恒星,3,3,1.0,2,0.9183
恶人,3,3,0.5,2,1.0
恶女,3,3,1.0,2,0.0
恶龙,3,3,0.5,2,-1.0
悄悄,3,3,1.0,2,0.9183
悟空,3,1,1.0,2,0.0
悠然,3,3,0.5,2,1.0
悠闲人,3,1,0.6667,3,0.9183
惊悚游戏,3,3,1.0,4,1.0
想当影帝,3,3,0.3333,4,1.585
想杀,3,1,0.6667,2,0.9183
想被,3,3,0.3333,2,1.585
想进步,3,1,1.0,3,0.0
愿望,3,3,0.5,2,1.0
