word,count,independent,bind,len,compound_entropy,cohesion
年代了,3,1,0.6667,3,0.9183,2.6838
年才,3,3,0.3333,2,1.585,3.3529
幸福生活,3,1,0.6667,4,0.9183,9.0562
建了,3,1,0.6667,2,0.9183,3.8607
建筑,3,3,0.5,2,1.0,10.0002
开了外挂,3,3,0.3333,4,1.585,5.9788
开创,3,3,0.3333,2,1.585,2.8089
开始建立,3,3,0.3333,4,1.585,5.9788
开始打卡,3,3,0.3333,4,1.585,5.9788
开始横,3,3,0.5,3,1.585,2.9006
开始爆,3,3,0.3333,3,1.585,2.9831
开始纵横诸天,3,3,0.3333,6,1.585,5.9788
开始肉身成圣,3,3,0.3333,6,1.585,5.4856
开始肝经验,3,3,0.3333,5,1.585,5.7486
开始进,3,1,0.6667,3,0.9183,1.7851
开始重新做人,3,3,0.3333,6,1.585,5.9788
开宝箱,3,3,0.3333,3,1.585,5.9788
开局拜师,3,3,0.3333,4,1.585,5.9788
开局收,3,3,1.0,3,0.9183,4.9374
开局满级,3,3,0.3333,4,1.585,5.9374
开局相亲女,3,3,0.3333,5,1.585,5.9788
异游戏,3,1,0.6667,3,0.9183,3.1748
异能,3,3,0.3333,2,1.585,2.4501
弃妇,3,1,0.6667,2,0.9183,10.4794
弑神,3,3,0.3333,2,1.585,6.1906
弟子全是,3,1,0.6667,4,0.9183,7.0229
强却过分,3,1,0.6667,4,0.9183,8.9615
归来的哈利,3,3,0.3333,5,1.585,10.4794
当主,3,3,0.3333,2,1.585,1.6473
当传,3,3,0.3333,2,1.585,2.9891
当剑,3,1,0.6667,2,0.9183,2.3711
当大佬,3,1,0.6667,3,0.9183,4.0623
当太,3,1,0.6667,2,0.9183,2.4089
当女,3,3,0.3333,2,1.585,1.67
当妖,3,3,0.3333,2,1.585,2.7524
当导演,3,3,0.3333,3,1.585,4.8399
当教,3,1,0.6667,2,0.9183,3.0623
当海,3,1,0.6667,2,0.9183,2.7284
当舔狗,3,3,0.5,3,1.0,8.0623
当警察,3,3,0.3333,3,1.585,6.0623
当训练家,3,3,0.5,4,1.0,6.3253
形态,3,3,1.0,2,1.0,10.7424
很正常吧,3,3,0.3333,4,1.585,10.4794
得加钱,3,3,1.0,3,0.9183,9.7424
御医,3,3,0.5,2,-1.0,5.2395
心修仙,3,1,0.6667,3,0.9183,4.2757
忍术,3,1,0.6667,2,0.9183,5.8095
忍界开,3,1,0.6667,3,0.9183,3.3939
志异,3,3,0.3333,2,1.585,5.6139
忠诚,3,3,0.5,2,1.0,13.1315
快递,3,3,1.0,2,1.0,10.2759
怎么全,3,3,1.0,3,0.9183,4.0487
怎么都,3,3,1.0,3,0.9183,4.4513
怒火,3,3,0.5,2,1.585,7.4973
怪盗,3,3,1.0,2,1.0,6.9026
恋爱日常,3,3,0.3333,4,1.585,7.3945
恋爱游戏,3,3,0.3333,4,1.585,5.2549
恋爱脑,3,3,1.0,3,1.0,8.307
恒星,3,3,1.0,2,0.9183,6.2019
恶人,3,3,0.5,2,1.0,2.5698
恶龙,3,3,0.5,2,-1.0,4.5573
悄悄,3,3,1.0,2,0.9183,12.3539
悠然,3,3,0.5,2,1.0,7.7589
悠闲人,3,1,0.6667,3,0.9183,3.9234
惊悚游戏,3,3,1.0,4,1.0,8.3842
想当影帝,3,3,0.3333,4,1.585,7.307
想杀,3,1,0.6667,2,0.9183,4.2711
想被,3,3,0.3333,2,1.585,3.307
愿望,3,3,0.5,2,1.0,10.7164
戏不,3,1,0.6667,2,0.9183,1.5438
戏太,3,1,0.6667,2,0.9183,3.0093
成为人,3,1,0.6667,3,0.9183,2.6671
成为传说,3,3,0.3333,4,1.585,7.3881
成了一,3,1,0.6667,3,0.9183,2.3751
成了魔,3,3,0.3333,3,1.585,3.2714
我不可能是,3,3,0.5,5,1.585,4.6542
我为王,3,3,0.5,3,-1.0,2.7473
我举世,3,1,1.0,3,0.9183,5.0692
我于,3,1,0.6667,2,0.9183,1.8468
我以武道,3,3,0.3333,4,1.585,5.0692
我体内有,3,3,0.3333,4,1.585,5.0692
我修炼,3,3,0.3333,3,1.585,2.6542
我全家都,3,1,0.6667,4,0.9183,5.0692
我写,3,3,1.0,2,1.0,2.1948
我变成了,3,3,0.3333,4,1.585,5.0692
我只想安静地,3,3,0.3333,6,1.585,5.0692
我可不是,3,3,0.3333,4,1.585,5.0692
我同时穿越,3,1,1.0,5,0.9183,2.6542
我在末,3,3,0.3333,3,1.585,3.2434
我在火影,3,3,0.3333,4,1.585,3.5329
我在现代,3,1,0.6667,4,0.9183,5.0692
我在美国,3,3,0.3333,4,1.585,4.6542
我在美漫,3,3,0.3333,4,1.585,4.0692
我抢,3,1,0.6667,2,0.9183,4.0692
我是一,3,3,1.0,3,1.0,2.4107
我是传奇,3,1,1.0,4,-1.0,4.6542
我是神,3,3,0.5,3,1.0,1.8687
我有一个异世界,3,3,0.0,7,-1.0,5.0692
我有一卷,3,3,0.3333,4,1.585,5.0692
我有一枚,3,3,0.3333,4,1.585,5.0692
我每,3,1,0.6667,2,0.9183,1.6542
我没想,3,3,0.3333,3,1.585,2.4063
我的专属,3,3,0.3333,4,1.585,5.0692
我的前世,3,3,0.3333,4,1.585,5.0692
我的夫,3,1,0.6667,3,0.9183,3.4295
我的年代,3,3,0.5,4,-1.0,3.457
我的忍,3,1,0.6667,3,0.9183,3.7651
我的文艺,3,1,0.6667,4,0.9183,4.0692
我的梦,3,1,0.6667,3,0.9183,3.2033
我的武功,3,3,0.3333,4,1.585,5.0692
我的物品能,3,1,0.6667,5,0.9183,5.0692
我的美女,3,3,0.3333,4,1.585,5.0692
我的身体有,3,3,0.5,5,1.585,5.0692
我的重返,3,3,1.0,4,0.9183,5.0692
我真得,3,1,0.6667,3,0.9183,5.0692
我真的不想,3,3,0.3333,5,1.585,5.0692
我能听到,3,3,0.3333,4,1.585,5.0692
我能回,3,1,0.6667,3,0.9183,4.8083
我能提取,3,3,0.3333,4,1.585,4.6542
我能进入,3,3,0.3333,4,1.585,5.0692
我被迫成,3,1,1.0,4,0.9183,4.3323
我要当,3,3,1.0,3,1.0,4.6542
我觉醒,3,1,0.6667,3,0.9183,2.3323
我都成,3,3,0.3333,3,1.585,3.8468
战场捡,3,1,0.6667,3,0.9183,8.2019
战士,3,3,0.3333,2,1.585,3.9924
战记,3,3,0.3333,2,1.585,3.8443
扇门,3,1,0.6667,2,0.9183,8.2759
手机,3,3,0.5,2,1.0,4.1657
才不要,3,1,0.6667,3,0.9183,7.6214
才子,3,3,0.3333,2,1.585,3.1151
打下,3,1,1.0,2,0.9183,3.8553
打野啊,3,1,0.6667,3,0.9183,9.3389
承包,3,1,0.6667,2,0.9183,9.257
抗日,3,1,0.6667,2,0.9183,6.1401
报国,3,1,1.0,2,0.9183,4.5347
报警,3,3,1.0,2,0.9183,7.0319
拉满,3,3,0.5,2,1.0,7.1509
拜入,3,3,0.3333,2,1.585,6.9615
拥有,3,3,0.3333,2,1.585,7.8044
振兴,3,3,0.3333,2,1.585,11.295
捉妖,3,3,0.5,2,1.0,8.307
捡了,3,1,0.6667,2,0.9183,3.5263
捡漏,3,3,0.5,2,1.585,10.6658
推演,3,3,0.5,2,1.0,7.1358
提前登陆,3,3,0.3333,4,1.585,10.6169
摄影,3,3,0.3333,2,1.585,6.3433
摄政,3,1,0.6667,2,0.9183,11.4794
摆摊,3,3,1.0,2,0.9183,10.0644
操控,3,3,1.0,2,1.0,8.9128
支教,3,3,0.5,2,1.0,7.1315
改变,3,1,0.6667,2,0.9183,6.8981
放纵,3,1,0.6667,2,0.9183,10.0319
救命,3,3,1.0,2,1.0,6.1358
敕封,3,3,0.5,2,1.585,10.8514
教书,3,3,0.5,2,1.585,4.9388
教皇,3,3,0.5,2,1.0,4.1186
数据化,3,1,0.6667,3,0.9183,8.431
文化入侵,3,3,1.0,4,1.0,9.0685
文艺人生,3,1,1.0,4,-1.0,6.3186
文艺生活,3,3,0.5,4,-1.0,7.9407
斗罗之我的,3,1,0.6667,5,0.9183,4.9766
方知,3,1,0.6667,2,0.9183,7.1091
旅行家,3,3,0.3333,3,1.585,6.5718
族长,3,3,0.5,2,1.0,3.3567
无罪,3,3,1.0,2,1.0,5.8567
无耻,3,3,1.0,2,1.0,7.8567
无边,3,1,0.6667,2,0.9183,5.2717
无限世界,3,3,0.5,4,1.0,2.885
无限升级,3,3,0.3333,4,1.585,6.4003
无限强化,3,3,0.3333,4,1.585,7.8567
无限恐怖,3,1,1.0,4,-1.0,7.4644
无限模拟,3,1,0.6667,4,0.9183,5.0412
时光之,3,3,1.0,3,1.0,4.889
时空穿,3,1,0.6667,3,0.9183,5.8741
明明超,3,1,0.6667,3,0.9183,6.7823
明星们,3,1,0.6667,3,0.9183,5.4712
明星老,3,1,0.6667,3,0.9183,4.7708
昏君,3,3,0.5,2,-1.0,9.0933
星传,3,1,0.6667,2,0.9183,2.8656
星卡师,3,3,0.3333,3,1.585,6.2019
星河之,3,3,0.3333,3,1.585,4.719
星海,3,3,0.5,2,1.0,2.6049
星际之,3,3,0.3333,3,1.585,3.4295
星际战,3,1,0.6667,3,0.9183,5.7424
春归,3,3,0.3333,2,1.585,6.6079
是一个,3,1,0.6667,3,0.9183,2.3225
是吗,3,3,0.3333,2,1.585,3.7499
是地,3,1,0.6667,2,0.9183,1.6772
是天后,3,3,1.0,3,1.0,4.701
是康熙,3,1,0.6667,3,0.9183,5.8005
是怪,3,1,0.6667,2,0.9183,2.6306
是文,3,1,0.6667,2,0.9183,1.7375
是禁,3,3,0.3333,2,1.585,4.1485
是这么,3,3,0.3333,3,1.585,5.286
是这样子的,3,1,0.6667,5,0.9183,5.7136
是邪,3,1,0.6667,2,0.9183,3.3225
暗黑,3,3,0.5,2,1.0,6.437
最强剑,3,3,0.3333,3,1.585,4.2253
最狠,3,1,0.6667,2,0.9183,6.4938
有亿,3,1,0.6667,2,0.9183,4.5314
有兴趣,3,1,0.6667,3,0.9183,7.3894
有妖,3,1,0.6667,2,0.9183,2.4945
有救,3,1,0.6667,2,0.9183,4.0674
有点怪,3,3,0.3333,3,1.585,7.0871
朕的,3,3,0.3333,2,1.585,2.775
木匠,3,1,0.6667,2,0.9183,7.5754
术士的,3,3,0.5,3,1.0,3.8391
机缘,3,3,0.5,2,1.0,6.8095
杀猪,3,1,0.6667,2,0.9183,8.7857
杂役,3,3,0.3333,2,1.585,11.5465
权柄,3,3,0.5,2,-1.0,11.8514
权游,3,3,1.0,2,0.9183,5.4195
李世民,3,3,0.3333,3,1.585,10.2664
柯南之我,3,3,0.3333,4,1.585,3.8468
校开始,3,3,0.3333,3,1.585,3.2125
格斗,3,3,0.5,2,1.0,4.004
概念,3,1,1.0,2,0.9183,12.7689
横扫,3,3,0.5,2,1.0,10.0319
横推武道,3,3,0.0,4,-1.0,7.6488
欢迎来到,3,3,0.5,4,1.585,8.1839
歌坛,3,3,0.3333,2,1.585,8.5465
歌王,3,3,0.5,2,-1.0,5.3501
正在,3,3,0.3333,2,1.585,2.3806
正常的,3,1,0.6667,3,0.9183,3.1287
武侠之,3,3,0.3333,3,1.585,3.1341
武大郎,3,1,0.6667,3,0.9183,7.9165
武夫,3,3,0.3333,2,1.585,3.7735
武极,3,3,0.3333,2,1.585,3.5241
武道世界,3,3,0.5,4,1.0,4.1629
死如,3,1,0.6667,2,0.9183,6.2723
每天一,3,3,0.3333,3,1.585,5.7326
水群,3,1,0.6667,2,0.9183,6.3439
永不,3,3,0.5,2,1.585,4.2963
求求,3,1,0.6667,2,0.9183,6.2944
汉末,3,3,0.5,2,1.0,5.4026
江山美,3,1,0.6667,3,0.9183,6.3766
没上,3,3,0.3333,2,1.585,3.5263
没有格局,3,1,0.6667,4,0.9183,8.1509
法典,3,3,0.3333,2,1.585,6.3501
法无,3,1,0.6667,2,0.9183,2.0753
活人,3,3,1.0,2,1.0,1.5698
活在,3,3,0.3333,2,1.585,2.0665
流量,3,3,0.5,2,1.585,8.125
浪潮,3,3,0.5,2,1.585,9.3639
深空之,3,3,0.3333,3,1.585,5.889
混元,3,3,0.3333,2,1.585,6.185
混子,3,3,0.3333,2,1.585,4.4287
渔猎,3,3,0.3333,2,1.585,7.5945
港综世界,3,3,0.5,4,1.0,4.4849
港综从,3,3,0.3333,3,1.585,2.8531
游之一,3,1,0.6667,3,0.9183,3.4107
游之大,3,1,0.6667,3,0.9183,2.558
游戏制作,3,3,1.0,4,0.9183,7.2143
游戏成真,3,1,1.0,4,0.9183,6.1363
满唐,3,3,0.3333,2,1.585,4.9934
漩涡,3,1,0.6667,2,0.9183,13.9388
火爆,3,3,0.5,2,1.0,5.2172
火球,3,3,0.5,2,1.585,3.2712
火龙,3,3,0.3333,2,1.585,2.8617
灭了,3,3,1.0,2,1.0,3.3398
炸了,3,3,0.3333,2,1.585,5.3842
点强,3,3,0.3333,2,1.585,4.1542
点点,3,1,0.6667,2,0.9183,4.7391
炼气,3,3,0.5,2,1.585,6.046
烬之,3,3,0.3333,2,1.585,5.304
爆星,3,3,1.0,2,1.0,4.4363
爱上我,3,3,0.3333,3,1.585,5.0692
爱好,3,3,0.5,2,1.0,4.7872
爷开始,3,1,0.6667,3,0.9183,3.0261
爸爸,3,3,1.0,2,1.0,8.3539
片开始,3,1,0.6667,3,0.9183,3.3701
特摄,3,3,1.0,2,0.9183,8.3919
特效,3,3,0.5,2,1.0,9.044
狂魔,3,1,0.6667,2,0.9183,4.2714
狐狸,3,3,0.5,2,1.0,11.5238
狗官,3,3,1.0,2,1.0,7.307
独断,3,1,0.6667,2,0.9183,8.779
独步,3,3,0.5,2,-1.0,8.0685
独自,3,3,1.0,2,0.9183,5.7954
猎杀,3,3,0.5,2,1.0,5.5707
王国,3,3,0.5,2,1.0,1.6603
玩转,3,3,0.5,2,1.0,6.3426
球啊,3,1,0.6667,2,0.9183,3.8904
球游戏,3,1,0.6667,3,0.9183,3.3508
理人,3,1,0.6667,2,0.9183,3.0933
璀璨,3,3,0.3333,2,1.585,14.3539
生东京,3,1,0.6667,3,0.9183,1.9494
生种,3,3,0.3333,2,1.585,1.9036
甲子,3,3,0.3333,2,1.585,5.3101
电竞,3,1,1.0,2,0.9183,9.7424
画风,3,3,0.5,2,1.585,6.629
界中,3,3,0.3333,2,1.585,2.4789
界之旅,3,1,0.6667,3,0.9183,4.7457
界做,3,1,0.6667,2,0.9183,2.27
界只有,3,1,0.6667,3,0.9183,4.8388
界归来,3,3,1.0,3,1.0,4.1019
界生活,3,1,0.6667,3,0.9183,2.8631
留过学,3,1,0.6667,3,0.9183,8.6534
疯子,3,3,0.3333,2,1.585,4.6511
登神,3,1,1.0,2,-1.0,3.5468
百亿,3,3,0.5,2,1.585,6.7832
百鬼,3,1,0.6667,2,0.9183,5.6869
的假,3,3,0.3333,2,1.585,2.775
的副,3,1,0.6667,2,0.9183,3.2111
的地球,3,1,0.6667,3,0.9183,2.5981
的外,3,3,0.3333,2,1.585,2.0506
的学霸,3,3,0.5,3,1.0,1.9766
的影帝,3,3,0.5,3,1.0,2.1693
的御,3,1,0.6667,2,0.9183,1.8723
的恶,3,3,0.3333,2,1.585,1.775
的情报,3,1,0.6667,3,0.9183,3.2986
的我只好,3,3,0.3333,4,1.585,5.2986
的我只能去,3,3,0.3333,5,1.585,5.7136
的我怎么,3,1,0.6667,4,0.9183,3.7136
的我爆红了,3,3,0.3333,5,1.585,5.2986
的我终,3,1,0.6667,3,0.9183,5.2986
的我被迫,3,1,0.6667,4,0.9183,4.9766
的文艺时代,3,1,0.6667,5,0.9183,5.2986
的日常生活,3,3,0.3333,5,1.585,5.7136
的替身,3,3,0.5,3,1.0,5.2986
的末世,3,1,0.6667,3,0.9183,1.8067
的死神,3,3,0.3333,3,1.585,2.775
的火影忍者,3,3,0.3333,5,1.585,5.7136
的精,3,1,0.6667,2,0.9183,1.5707
的艺人,3,1,0.6667,3,0.9183,4.1287
的词条,3,3,0.3333,3,1.585,3.2986
的邪,3,1,0.6667,2,0.9183,2.0132
的魔法师,3,3,0.3333,4,1.585,4.9766
监国,3,3,1.0,2,0.9183,5.2717
直接,3,1,0.6667,2,0.9183,7.9165
相信,3,1,0.6667,2,0.9183,7.6909
相师,3,1,0.6667,2,0.9183,3.8496
真是太,3,3,0.3333,3,1.585,5.6415
真要,3,1,0.6667,2,0.9183,3.3435
眼中的火影世界,3,3,0.3333,7,1.585,7.1607
着一,3,1,0.6667,2,0.9183,3.6452
知是,3,1,0.6667,2,0.9183,3.3225
知青,3,1,0.6667,2,0.9183,6.457
祖了,3,1,0.6667,2,0.9183,2.6563
神之我,3,1,0.6667,3,0.9183,2.7473
神奇,3,3,1.0,2,1.0,2.2599
神竟是我自己,3,3,0.3333,6,1.585,5.0207
神纹,3,3,0.3333,2,1.585,6.1906
神经,3,1,0.6667,2,0.9183,2.2837
神话纪元,3,3,1.0,4,-1.0,6.6057
神降临,3,3,0.3333,3,1.585,3.3833
禁区之,3,3,0.3333,3,1.585,5.889
福运,3,3,0.5,2,1.0,7.2315
科学的,3,1,0.6667,3,0.9183,2.5981
科幻,3,3,0.5,2,1.585,5.398
科技大,3,1,0.6667,3,0.9183,2.047
科技系统,3,1,0.6667,4,0.9183,4.772
秘之,3,1,0.6667,2,0.9183,2.4295
第一人,3,3,0.3333,3,1.585,1.8645
第一深情,3,3,0.3333,4,1.585,8.973
第一狠人,3,3,0.3333,4,1.585,6.5084
第一玩家,3,3,0.5,4,-1.0,5.5401
第二,3,3,0.5,2,1.0,4.9623
粉碎星球,3,3,0.3333,4,1.585,8.9054
系巨星,3,3,0.3333,3,1.585,4.8083
系统什么鬼,3,3,0.3333,5,1.585,6.0814
系统才来,3,3,1.0,4,0.9183,7.283
红温,3,1,1.0,2,0.9183,7.7993
红色,3,3,1.0,2,1.0,6.2143
红警,3,1,0.6667,2,0.9183,5.3842
红龙,3,3,0.3333,2,1.585,3.5263
级学霸,3,1,0.6667,3,0.9183,4.784
级工,3,1,0.6667,2,0.9183,3.8391
级玩家,3,1,0.6667,3,0.9183,4.351
纪事,3,3,0.3333,2,1.585,6.4179
纲手,3,3,0.5,2,1.585,8.295
练级,3,3,0.5,2,1.0,4.0398
终于,3,3,0.5,2,1.585,7.7164
终成,3,1,0.6667,2,0.9183,3.973
经纪,3,1,0.6667,2,0.9183,6.369
绑架,3,1,1.0,2,0.9183,12.2019
给你,3,3,0.5,2,1.0,4.4821
维度魔神,3,3,0.5,4,1.0,6.6057
绿茵,3,3,0.3333,2,1.585,12.2019
网游之神,3,1,0.6667,4,0.9183,3.3833
美剧,3,3,0.5,2,1.0,4.8323
美少女,3,3,0.3333,3,1.585,5.7916
美漫之,3,1,0.6667,3,0.9183,2.1885
美漫大,3,3,0.3333,3,1.585,2.1795
老祖宗,3,3,0.3333,3,1.585,7.194
而已,3,3,0.3333,2,1.585,10.9388
职业面板,3,1,0.6667,4,0.9183,7.599
职艺术家,3,1,0.6667,4,0.9183,7.7942
能修,3,3,0.3333,2,1.585,1.6484
能处,3,3,0.3333,2,1.585,5.8522
能点,3,1,1.0,2,0.9183,3.2673
能量,3,1,0.6667,2,0.9183,6.4897
脱下,3,1,0.6667,2,0.9183,7.3945
致命,3,3,0.5,2,1.0,7.9983
良医,3,3,0.3333,2,1.585,6.0219
艾尔登,3,1,1.0,3,0.9183,11.295
花宝,3,1,0.6667,2,0.9183,6.1358
荒岛,3,3,0.5,2,1.585,6.0037
药了,3,3,1.0,2,0.9183,3.43
药铺,3,1,0.6667,2,0.9183,9.9846
莽荒,3,1,1.0,2,0.9183,7.8781
落网,3,1,1.0,2,0.9183,6.4924
蓝银草,3,3,1.0,3,1.0,11.6169
虚空,3,1,0.6667,2,0.9183,7.6941
行天下,3,3,0.3333,3,1.585,5.0289
被全,3,1,0.6667,2,0.9183,3.0365
被唐,3,1,0.6667,2,0.9183,3.771
被曝光了,3,1,0.6667,4,0.9183,6.3842
被迫成为,3,3,0.5,4,1.585,8.1038
装备栏,3,1,0.6667,3,0.9183,10.7294
西游开,3,1,0.6667,3,0.9183,2.0092
观众,3,3,0.5,2,1.0,9.2998
警事,3,3,0.3333,2,1.585,6.0808
让你做游戏,3,3,0.0,5,-1.0,8.0623
训练师,3,3,0.3333,3,1.585,5.2902
记忆,3,3,0.5,2,1.0,9.1662
说你,3,3,0.5,2,1.0,2.8514
请叫我,3,3,0.3333,3,1.585,5.0692
请陛下称,3,1,0.6667,4,0.9183,10.2664
谁把,3,3,0.3333,2,1.585,6.7164
谁教你这,3,1,0.6667,4,0.9183,7.9445
谁说我,3,3,0.3333,3,1.585,4.3323
谁谈恋爱啊,3,1,0.6667,5,0.9183,9.3389
调查员,3,3,0.3333,3,1.585,10.0319
走出的强者,3,1,0.6667,5,0.9183,8.8835
起家,3,1,0.6667,2,0.9183,3.0753
超凡世界,3,3,0.5,4,1.0,5.0925
超凡大,3,3,0.3333,3,1.585,3.4876
超品,3,3,0.3333,2,1.585,4.2905
超市,3,3,0.5,2,1.0,4.4604
超有,3,3,0.3333,2,1.585,1.6479
跑出,3,3,0.5,2,1.0,7.6893
身份被,3,1,0.6667,3,0.9183,7.629
运之,3,1,0.6667,2,0.9183,2.641
还好我,3,1,0.6667,3,0.9183,4.3323
还是,3,3,0.5,2,1.0,2.9355
这个世界,3,3,0.5,4,1.585,2.4736
这个中,3,1,1.0,3,0.9183,4.2458
这个主,3,3,0.3333,3,1.585,2.5126
这个导演,3,3,0.3333,4,1.585,5.7052
这个影帝,3,1,0.6667,4,0.9183,5.3833
这个文,3,1,0.6667,3,0.9183,3.6422
这个武圣,3,3,0.3333,4,1.585,6.2646
这个男人太,3,3,0.3333,5,1.585,7.9445
这个皇,3,1,0.6667,3,0.9183,3.6924
这个选手,3,3,0.3333,4,1.585,6.7052
这主播,3,1,0.6667,3,0.9183,5.2815
这位,3,3,0.3333,2,1.585,4.485
这只,3,3,1.0,2,1.0,2.485
这是我,3,1,0.6667,3,0.9183,3.8468
这顶流,3,3,1.0,3,1.0,4.7221
迹之,3,1,0.6667,2,0.9183,3.719
追求,3,3,0.5,2,1.0,7.7391
逆天啊,3,3,0.3333,3,1.585,7.1165
逆袭系统来了,3,3,0.5,6,1.585,6.7993
通古,3,1,0.6667,2,0.9183,5.7334
造化之,3,3,0.3333,3,1.585,5.304
逮捕,3,3,0.5,2,1.585,11.8233
遍地,3,3,0.5,2,1.0,8.0081
道证,3,1,0.6667,2,0.9183,4.9118
道长别,3,1,0.6667,3,0.9183,7.2338
那就,3,3,1.0,2,1.0,5.2637
邪修,3,3,0.5,2,1.585,4.2272
邪恶,3,1,0.6667,2,0.9183,6.7148
邪魔,3,3,1.0,2,0.9183,4.3436
都别,3,3,0.5,2,1.585,4.7192
都是真,3,1,0.6667,3,0.9183,4.8924
酒剑,3,1,1.0,2,0.9183,6.2477
醉枕,3,3,0.3333,2,1.585,12.2019
里的大,3,3,0.3333,3,1.585,2.8355
重启人生,3,3,1.0,4,-1.0,6.3186
重生之实业,3,1,0.6667,5,0.9183,7.1477
重生之最强,3,3,0.3333,5,1.585,4.9165
重生之神级,3,3,0.3333,5,1.585,6.0808
重生小,3,3,0.3333,3,1.585,2.0316
重生过去,3,1,0.6667,4,0.9183,5.3327
金丹,3,3,0.5,2,1.0,6.7391
钢铁侠,3,3,0.3333,3,1.585,8.0871
长河,3,3,0.5,2,1.585,4.6197
长生武道,3,3,0.0,4,-1.0,5.2477
长生路,3,1,0.6667,3,0.9183,4.2842
闺蜜,3,3,0.3333,2,1.585,11.8233
阎王,3,1,0.6667,2,0.9183,7.1575
队友,3,3,0.5,2,1.585,7.6396
阳间,3,1,1.0,2,0.9183,5.9516
阴影,3,1,0.6667,2,0.9183,5.4808
阿斯,3,3,0.5,2,1.0,7.8799
限制级,3,3,0.3333,3,1.585,7.521
陪练,3,3,0.5,2,1.0,9.4577
随机,3,3,0.5,2,1.0,7.0022
随身带个,3,3,0.3333,4,1.585,7.0219
隐秘,3,3,0.3333,2,1.585,7.7424
零后,3,1,0.6667,2,0.9183,5.4924
霍格沃茨开,3,1,0.6667,5,0.9183,2.0092
霸天下,3,1,0.6667,3,0.9183,5.3971
青城,3,1,0.6667,2,0.9183,6.2506
非常,3,1,0.6667,2,0.9183,6.2488
韩娱之,3,3,0.3333,3,1.585,6.304
顶流了,3,3,0.3333,3,1.585,3.5769
飞行,3,3,0.3333,2,1.585,5.6419
餐厅,3,3,0.5,2,1.0,13.2019
骷髅兵,3,3,0.5,3,1.0,8.5696
魔教教主,3,1,0.6667,4,0.9183,7.629
鹰犬,3,1,0.6667,2,0.9183,11.9388
黄金时代,3,3,0.5,4,1.585,7.2246
黑魔,3,1,0.6667,2,0.9183,3.186
龙皇,3,3,0.5,2,1.0,3.2607
一个修仙,2,2,0.5,4,1.0,3.5139
一个星,2,2,0.5,3,1.0,2.6534
一个武道,2,2,0.5,4,1.0,5.3315
一个魔,2,2,0.5,3,1.0,2.7586
一人之下的,2,2,0.5,5,-1.0,2.3213
一六,2,2,0.5,2,1.0,3.2408
一切从,2,2,0.5,3,-1.0,4.4608
一剑斩,2,2,0.5,3,-1.0,7.1477
一句,2,2,0.5,2,-1.0,6.5627
一只猫,2,2,0.5,3,-1.0,7.1477
一号,2,2,0.5,2,-1.0,3.6882
一夕,2,2,0.5,2,-1.0,6.1477
一心修仙,2,2,0.0,4,-1.0,6.5627
一百年,2,2,0.5,3,-1.0,3.9777
一笑,2,2,0.5,2,-1.0,3.9777
一线,2,2,0.5,2,-1.0,3.5627
一群,2,2,0.5,2,1.0,2.2897
一面,2,2,0.5,2,1.0,2.0391
万古最强,2,2,0.5,4,-1.0,7.3315
万妖之祖,2,2,1.0,4,-1.0,8.447
万寿,2,2,1.0,2,1.0,7.862
万法道君,2,2,1.0,4,-1.0,8.447
万物信息,2,2,0.5,4,-1.0,8.447
万界武侠,2,2,0.5,4,-1.0,6.6293
丈夫,2,2,0.5,2,-1.0,8.6259
三十而立,2,2,0.0,4,-1.0,8.71
三千万,2,2,0.5,3,-1.0,5.9875
三国从救曹操,2,2,0.5,6,-1.0,8.71
三国演义,2,2,0.5,4,-1.0,8.4671
三眼,2,2,0.5,2,-1.0,5.4621
上下,2,2,0.5,2,1.0,2.3666
上台,2,2,1.0,2,1.0,6.0364
上大学,2,2,1.0,3,1.0,6.0364
上帝之,2,2,0.5,3,-1.0,6.304
上海,2,2,0.5,2,1.0,2.577
下围棋啊,2,2,0.5,4,-1.0,8.7539
不下去了,2,2,0.5,4,-1.0,6.7993
不为妃,2,2,0.5,3,-1.0,7.2349
不二,2,2,0.5,2,-1.0,2.2126
不会真有人觉得,2,2,0.5,7,-1.0,7.2349
不住了,2,2,0.5,3,-1.0,6.2143
不养,2,2,0.5,2,1.0,2.0852
不凡,2,2,0.5,2,-1.0,2.65
不削能玩,2,2,0.0,4,-1.0,7.2349
不务正业,2,2,0.5,4,-1.0,7.2349
不可名状的,2,2,0.5,5,-1.0,5.7136
不太冷,2,2,0.5,3,-1.0,7.2349
不对劲啊,2,2,0.5,4,-1.0,6.2514
不小心,2,2,0.5,3,1.0,6.65
不打,2,2,1.0,2,1.0,1.6958
不放纵能叫,2,2,0.5,5,-1.0,7.2349
不易,2,2,0.5,2,-1.0,4.328
不是文,2,2,0.5,3,1.0,3.7647
不是精,2,2,0.5,3,1.0,4.9071
不是龙,2,2,0.5,3,1.0,3.1921
不用,2,2,0.5,2,1.0,4.5345
不相信,2,2,0.5,3,1.0,6.65
不知道我,2,2,0.5,4,1.0,5.0692
不群,2,2,0.5,2,-1.0,2.3769
不该,2,2,0.5,2,1.0,4.5345
不配,2,2,0.5,2,-1.0,3.987
世之召唤,2,2,0.5,4,1.0,6.047
世书,2,2,0.5,2,-1.0,2.047
世界之旅,2,2,0.5,4,-1.0,4.8999
